App Number,App Name,Status,Application Date,Issued Date,Location Description,Street Number,Street Name,Street Suffix,City,Zip Code,Start Date and Time,End Date and Time
PUB720053,N.E. Family Pride Day,Closed,2017-06-13 18:26:45+00,2017-06-27 19:03:26+00,,588,Commercial,ST,Boston,02113,2017-09-16,2017-09-16
PUB720045,N.E. National Night out,Closed,2017-06-13 18:20:39+00,2017-06-27 19:01:57+00,,364 to 366,Hanover,ST,Boston,02113,2017-08-01,2017-08-01
PUB719991,Free Shakespeare on the Common,Closed,2017-06-13 17:46:20+00,2017-06-26 15:56:02+00,Parkman Bandstand on Boston Common,1,Charles,ST,Boston,02116,2017-07-19,2017-08-06
PUB719969,Girl Starter Live,Closed,2017-06-13 17:26:05+00,2017-06-19 18:52:28+00,City Hall Plaza,1,Cambridge,ST,Boston,02114,2017-06-26,2017-06-28
PUB719646,Resident Appreciation Day,Closed,2017-06-13 04:13:46+00,2017-06-19 18:55:01+00,1 circuit Drive,1,Circuit,DR,Roxbury,02119,2017-06-24,2017-06-24
PUB719595,St. Anthony's Feast,Closed,2017-06-12 20:41:34+00,2017-07-24 18:27:03+00,"Endicott, Thacher & North Margin Streets - North End ",201 to 203,Endicott,ST,Boston,02113,2017-08-24,2017-08-27
PUB719535,New England Indonesian Festiva,Closed,2017-06-12 18:51:10+00,2017-07-10 17:03:59+00,Copley Square,560,Boylston,ST,Boston,02116,2017-09-30,2017-09-30
PUB719302,Brian Honan 5K,Closed,2017-06-12 14:11:32+00,2017-07-24 18:41:44+00,Allston-Brighton,157 to 171,Brighton,AV,Allston,02134,2017-09-24,2017-09-24
PUB718994,National Night Out / Castle Sq,Closed,2017-06-09 17:58:47+00,2017-07-27 16:39:12+00,Village Ct Parking Lot behind 484 Tremont St. Boston MA 02118. Private large parking space size of a football field. It will be emptied of cars. ,460 to 498,Tremont,ST,Roxbury,02118,2017-08-01,2017-08-01
PUB718604,Ellis Run Club Celebration,Closed,2017-06-08 19:26:20+00,,A walking route from David A. Ellis to Humboldt Ave. and then Seaver St. and then back up Walnut to David A. Ellis,108,Seaver,ST,Dorchester,02121,2017-06-10,2017-06-10
PUB718526,"Suffolk Downs Live Racing, Foo",Closed,2017-06-08 17:11:34+00,2017-06-14 13:47:59+00,Suffolk Downs Race Track,525,William F McClellan,HW,East Boston,02128,2017-09-03,2017-09-03
PUB718525,"Suffolk Downs Live Racing, Foo",Closed,2017-06-08 17:11:22+00,2017-06-12 18:39:50+00,Suffolk Downs Race Track,525,William F McClellan,HW,East Boston,02128,2017-09-02,2017-09-02
PUB718524,"Suffolk Downs Live Racing, Foo",Closed,2017-06-08 17:11:12+00,2017-06-12 18:37:27+00,Suffolk Downs Race Track,525,William F McClellan,HW,East Boston,02128,2017-08-06,2017-08-06
PUB718523,"Suffolk Downs Live Racing, Foo",Closed,2017-06-08 17:11:02+00,2017-06-12 18:45:37+00,Suffolk Downs Race Track,525,William F McClellan,HW,East Boston,02128,2017-08-05,2017-08-05
PUB718522,"Suffolk Downs Live Racing, Foo",Closed,2017-06-08 17:10:51+00,2017-06-12 18:43:48+00,Suffolk Downs Race Track East Boston,525,William F McClellan,HW,East Boston,02128,2017-07-09,2017-07-09
PUB718521,"Live Racing, Food Truck & Fami",Closed,2017-06-08 17:10:30+00,2017-06-12 18:36:20+00,Suffolk Downs,525,William F McClellan,HW,East Boston,02128,2017-07-08,2017-07-08
PUB718417,GospelFest,Closed,2017-06-08 14:42:09+00,2017-07-24 18:57:16+00,,1,City Hall,PZ,Boston,02114,2017-08-06,2017-08-06
PUB718412,Hub on Wheels,Closed,2017-06-08 14:34:54+00,,,1,City Hall,PZ,Boston,02114,2017-09-17,2017-09-17
PUB718409,Social Fitness Festival,Closed,2017-06-08 14:33:35+00,,,1,City Hall,PZ,Boston,02114,2017-09-16,2017-09-17
PUB718406,Country in the City,Closed,2017-06-08 14:31:39+00,2017-08-21 17:27:01+00,,1,City Hall,PZ,Boston,02114,2017-09-14,2017-09-14
PUB718402,Caliente Music Festival,Closed,2017-06-08 14:29:42+00,2017-12-13 20:52:51+00,,1,City Hall,PZ,Boston,02114,2017-07-22,2017-07-22
PUB718392,Donna Summers Concert,Closed,2017-06-08 14:20:36+00,2017-06-12 18:41:41+00,,1,City Hall,PZ,Boston,02114,2017-06-23,2017-06-23
PUB717913,Foster Alumni Walk,Closed,2017-06-07 16:54:45+00,2017-06-12 18:35:33+00,Parkman Bandstand- one mile lap around the Common.,139,Tremont,ST,Boston,02116,2017-06-17,2017-06-17
PUB717771,Sonia's Run,Closed,2017-06-07 14:55:25+00,2017-07-24 18:58:17+00,"Start at 55 Emmonsdale Road, right on Linnet St, left on Bellevue St, right on March Ave, left on Clement Ave, right on Bellevue Hill Rd, right on Bellevue St, right on Robin St, left on Park St. right on Woodard Rd, left on Stratford St, left on Anawan Ave, left on Park St, Right on Oriole St, left on Wren St, right on Martin St, right on Emmonsdale Rd, finish at starting point.",55,Emmonsdale,RD,West Roxbury,02132,2017-09-23,2017-09-23
PUB717696,CollegeFest at City Hall Plaza,Closed,2017-06-07 14:03:54+00,2017-07-10 17:02:25+00,"The area near the top of the stairs coming from Congress Street, including the place where the food trucks currently stay, the area closest to Washington Square, and the area outside the City Hall lobby.",1,City Hall,PZ,Boston,02114,2017-09-30,2017-09-30
PUB717514,Summer Fireworks Waterfront,Closed,2017-06-06 20:44:35+00,2017-06-26 15:57:46+00,Boston Harbor,30,Rowes,WH,Boston,02110,2017-08-31,2017-08-31
PUB717332,NORTHAMPTON SQUARE BLOCK PARTY,Closed,2017-06-06 17:12:22+00,2017-06-26 15:58:31+00,THE EVENT WILL TAKE PLACE ON NORTHAMPTON STREET BEWTNN HARRISON AVE AND THE NHSQ GARAGE ENTRANCE,35,Northampton,ST,Roxbury,02118,2017-09-23,2017-09-23
PUB717192,International Day of Yoga,Closed,2017-06-06 15:11:43+00,2017-06-23 19:57:00+00,Copley Square Park ,206,Clarendon,ST,Boston,02116,2017-06-21,2017-06-21
PUB716979,Corey Griffin Foundation,Closed,2017-06-05 21:00:37+00,,City Hall Plaza,1,City Hall,PZ,Boston,02114,2018-06-23,2018-06-24
PUB716549,Aeronaut Brattle Friday,Closed,2017-06-05 13:27:27+00,2017-06-06 13:53:47+00,"Free admission event contained to private property at ""Zone 3"", 267 Western Avenue",267 to 269,Western,AV,Allston,02134,2017-07-07,2017-09-30
PUB716371,150th BSA Birthday Bash,Closed,2017-06-02 20:34:03+00,2017-06-08 15:51:57+00,"Waterfront Plaza, Congress Street, Boston",290,Congress,ST,Boston,02210,2017-06-21,2017-06-21
PUB716348,Concert Allston,Closed,2017-06-02 19:46:53+00,2017-12-13 20:58:54+00,Forest 978-457-9015,267 to 269,Western,AV,Allston,02134,2017-07-07,2017-09-29
PUB716309,Halfway to St. Patricks Day 5K,Closed,2017-06-02 18:50:10+00,2017-06-06 13:57:27+00,,8 to 12,Birch,ST,Roslindale,02131,2017-09-10,2017-09-10
PUB716288,Bondage:Ending Forced Child La,Closed,2017-06-02 18:32:38+00,2017-07-10 16:35:40+00,Columbus Ave between Mass Ave and Tremont Street,433 to 435,Massachusetts,AV,Roxbury,02118,2017-09-30,2017-09-30
PUB715719,Colombian Flag Raising,Closed,2017-06-01 17:45:25+00,2017-06-06 13:59:33+00,CITY HALL PLAZA,1,City Hall,PZ,Boston,02114,2017-07-20,2017-07-20
PUB715620,Imagine Boston 2030 Launch,Closed,2017-06-01 15:43:19+00,2017-07-07 15:26:27+00,"Bank of America Building, Parking Lot, and Cushing Avenue",555,Columbia,RD,Dorchester,02125,2017-07-11,2017-07-11
PUB715521,Upham's Corner Health,Closed,2017-06-01 14:02:43+00,2017-08-01 17:22:49+00,The event will be held on the street between 1-25,1,Stoughton Street,PL,Dorchester,02125,2017-09-16,2017-09-16
PUB715190,Central Wharf/Great American,Closed,2017-05-31 17:59:35+00,2017-08-28 19:31:59+00,Central St between McKinnley Sq and Surface Rd,83,CENTRAL,ST,Financial District/,02109,2017-09-14,2017-09-14
PUB714718,Hindu Wedding Grooms,Closed,2017-05-30 20:16:25+00,2017-07-26 20:48:01+00,"We would park the trailer with the elephant on Trinity Place. During the actual Process, we would go onto St. James to the entrance of the Fairmont Hotel. Once guests are inside the hotel, The elephant would go back to Trinity Pl into its trailer. ",138 to 148,Saint James,AV,Boston,02116,2017-09-02,2017-09-02
PUB714228,Jamaica Plain Music Festival,Closed,2017-05-29 20:14:05+00,2017-08-07 20:13:40+00,"Pinebank, Jamaica Pond.",201,Perkins,ST,Jamaica Plain,02130,2017-09-09,2017-09-10
PUB714167,FunFest and Craft Beer Fest,Closed,2017-05-26 21:26:08+00,2017-06-26 15:59:20+00,In the side and back parking lot of WGBH owned and operated properties,1,Guest,ST,Brighton,02135,2017-07-15,2017-07-15
PUB713603,Little Lovage Club Anniversary,Closed,2017-05-25 19:14:54+00,,Titus Sparrow park next to playground ,201,Newton,ST,Boston,02116,2017-09-09,2017-09-09
PUB713527,Cookout,Closed,2017-05-25 17:43:06+00,2017-06-14 18:50:25+00,"60 Ridlon Road    Mattapan, Ma 02126",60,Ridlon,RD,Mattapan,02126,2017-07-01,2017-07-01
PUB713368,Monadnock Street Family Day,Closed,2017-05-25 14:34:38+00,2017-05-31 20:16:44+00,Monadnock Street,61,Monadnock,ST,Dorchester,02125,2017-07-22,2017-07-22
PUB713334,Law/Torch Run Special Olympics,Closed,2017-05-25 14:05:36+00,2017-06-01 15:24:31+00,"3.4 mile group run of police academy cadets on Commonwealth Avenue from Boston College to Boston University.  Police escorted, no road closures.",151,Commonwealth,AV,Boston,02116,2017-06-09,2017-06-09
PUB713228,Philippine Independence Day Pa,Closed,2017-05-25 12:42:51+00,2017-06-12 18:42:48+00,,1,City Hall,PZ,Boston,02114,2017-06-25,2017-06-25
PUB713049,Employee Cookout,Closed,2017-05-24 18:52:41+00,2017-05-31 18:36:19+00,Parking Lot,736,Cambridge,ST,Brighton,02135,2017-06-22,2017-06-22
PUB713044,Parwkway Soccer,Closed,2017-05-24 18:39:29+00,2017-06-01 18:47:13+00,,315,GARDNER,ST,West Roxbury,02132,2017-06-24,2017-06-24
PUB712996,Family Spirit,Closed,2017-05-24 17:48:42+00,,street blocking 60 Ridlon rd - 55 Ridlon rd. ,60,Ridlon,RD,Mattapan,02126,2017-07-01,2017-07-01
PUB712942,Spring Garden Block Party,Open,2017-05-24 16:51:07+00,,,3,Spring Garden,ST,Dorchester,02125,2017-06-10,2017-06-10
PUB712717,Saint Cecilia Summer Festival,Closed,2017-05-24 12:51:11+00,2017-05-25 19:33:24+00,Use of Saint Cecilia Street from Belvidere St to Scotia St.,16 to 20,Belvidere,ST,Boston,02115,2017-06-11,2017-06-11
PUB712562,Block Party,Closed,2017-05-23 20:10:25+00,,Cushing Ave between Mt Cushing Terrace and Wilbur St,14 to 16,Cushing,AV,Dorchester,02125,2017-05-29,2017-05-29
PUB712363,Friday Night Traffic Jam,Closed,2017-05-23 15:50:48+00,2017-05-24 16:43:34+00,,1269 to 1281,Hyde Park,AV,Hyde Park,02136,2017-07-21,2017-08-25
PUB712097,Italian Republic Day Celebrati,Closed,2017-05-23 01:09:34+00,2017-05-25 19:32:38+00,,84,Atlantic,AV,Boston,02110,2017-06-04,2017-06-04
PUB711574,My Caribbean One World Expo,Closed,2017-05-21 18:00:37+00,2017-06-27 20:27:03+00,"Dewey Square, Rose Kennedy Greenway, Boston",630,Atlantic,AV,Boston,02111,2017-07-15,2017-07-15
PUB711438,Chinatown Main Street Festival,Closed,2017-05-19 17:48:45+00,2017-06-06 13:56:01+00,"Hudson Street 

Beach street 

Oxford street",70 to 72,Beach,ST,Boston,02111,2017-07-08,2017-07-08
PUB711180,Glow In The Park,Closed,2017-05-18 23:05:59+00,2017-06-12 18:33:46+00,The Greenway,50,Rowes,WH,Boston,02110,2017-06-09,2017-06-09
PUB711179,2017 Greenway Gala,Closed,2017-05-18 23:03:39+00,2017-06-12 18:33:01+00,The Greenway,50,Rowes,WH,Boston,02110,2017-06-08,2017-06-08
PUB710970,Cape Verdean Independence Cele,Closed,2017-05-18 17:57:09+00,2017-06-29 19:19:45+00,City Hall Plaza ,278,Bowdoin,ST,Dorchester,02122,2017-07-04,2017-07-04
PUB710967,Aeronaut and Brattle Theater C,Closed,2017-05-18 17:54:41+00,2017-06-06 13:55:14+00,"Free admission event contained to private property at ""Zone 3"", 267 Western Avenue",267 to 269,Western,AV,Allston,02134,2017-06-07,2017-09-27
PUB710908,Mummers Concert Charlestown,Closed,2017-05-18 16:46:50+00,2017-06-09 16:26:18+00,Monument Square between Pleasant Street and Soley Street,43,Monument,SQ,Charlestown,02129,2017-06-10,2017-06-10
PUB710848,Boston Pickle Fair,Closed,2017-05-18 15:13:20+00,2017-05-31 18:02:28+00,,23,Dry Dock,AV,Boston,02210,2017-06-24,2017-06-24
PUB710774,Monument Avenue Block Party,Closed,2017-05-18 14:19:24+00,2017-05-24 16:46:41+00,on the street,15,Monument,AV,Charlestown,02129,2017-06-11,2017-06-11
PUB710743,Justice For Ahok Vigil,Closed,2017-05-18 13:43:18+00,,"Boston Public Library Plaza, Dartmouth Street Entrance",700,Boylston,ST,Boston,02116,2017-05-20,2017-05-20
PUB710596,Hutchings St. Block Party,Closed,2017-05-17 20:57:14+00,2017-05-24 16:42:38+00,Hutchings from Humboldt to Elm Hill,2,Hutchings,ST,Dorchester,02121,2017-08-12,2017-08-12
PUB709894,Rally for Health Care Rights,Closed,2017-05-16 18:14:42+00,,In front of the state house/Boston common,24,Beacon,ST,Boston,02108,2017-07-09,2017-07-09
PUB709416,WLP Summer Community,Closed,2017-05-16 11:51:22+00,2017-05-17 20:27:36+00,"67 Newbury Street, in front of the Church of the Covenant",67,Newbury,ST,Boston,02116,2017-06-28,2017-06-28
PUB709332,Joy of Cosplay,Closed,2017-05-15 20:55:19+00,,Parkman Bandstand and up to 30ft radius,139,Tremont,ST,Boston,02116,2017-08-05,2017-08-05
PUB709254,Roslindale Day Parade,Closed,2017-05-15 19:13:59+00,2017-08-21 17:20:19+00,"Step off at 1:00 p.m. from Washington Street in Roslindale Village, to South Street, to Belgrade Ave., to West Roxbury Parkway, to Gottwald Rotary, to Centre Street, to South Street, to Walter Street.",4199,Washington,ST,Roslindale,02131,2017-10-01,2017-10-01
PUB708612,Taste of The Fenway,Closed,2017-05-12 18:22:23+00,2017-06-26 15:56:58+00,Van Ness Street (from Kilmarnock Street to Richard B Ross Way),1321 to 1341,Boylston,ST,Boston,02215,2017-09-21,2017-09-21
PUB708267,Taste of the Caribbean Boston,Closed,2017-05-12 12:09:32+00,2017-07-13 21:12:39+00,Hibernian Hall,194 to 196R,Dudley,ST,Roxbury,02119,2017-08-05,2017-08-05
PUB708216,Concert in the Park,Closed,2017-05-11 22:10:07+00,2017-05-24 16:45:43+00,Norman B. Leventhal Park at Post Office Square,130 to 158,Congress,ST,Boston,02110,2017-06-15,2017-06-15
PUB708162,Hancock Bowdoin St,Closed,2017-05-11 20:01:31+00,2017-06-14 18:49:26+00,Pastor Howze 857-251-4437,35,Bowdoin,ST,Boston,02114,2017-06-24,2017-06-24
PUB708125,America's Test Kitchen Boston,Closed,2017-05-11 19:24:48+00,2017-06-26 16:01:28+00,The Innovation and Design Building,21,Dry Dock,AV,Boston,02210,2017-10-28,2017-10-28
PUB708109,Bands on Blackfan,Closed,2017-05-11 19:01:49+00,2017-05-19 15:42:26+00,Lawn in front of Harvard Institute of Medicine,4,Blackfan,CI,Boston,02115,2017-08-10,2017-08-10
PUB708108,Bands on Blackfan,Closed,2017-05-11 18:59:42+00,2017-05-19 15:41:37+00,Lawn in front of Harvard Institute of Medicine,4,Blackfan,CI,Boston,02115,2017-07-13,2017-07-13
PUB708106,Bands on Blackfan,Closed,2017-05-11 18:57:04+00,2017-05-19 15:40:51+00,"4 Blackfan Circle, the lawn in front of HIM.",4,Blackfan,CI,Boston,02115,2017-06-08,2017-06-08
PUB707969,Boston Harborfest,Closed,2017-05-11 16:26:50+00,2017-05-22 18:44:34+00,Christopher Columbus Park,110,Atlantic,AV,Boston,02110,2017-06-30,2017-07-02
PUB707949,Neighborhood Cookout,Closed,2017-05-11 15:59:01+00,2017-05-11 20:53:00+00,Tiverton / Lorna Road to Glenhill,29,Tiverton,RD,Mattapan,02126,2017-07-01,2017-07-01
PUB707866,Summer Soulstice,Closed,2017-05-11 14:09:44+00,2017-05-22 18:40:13+00,Blackstone Square and W. Brookline between Washington and Shawmut,400,Shawmut,AV,Roxbury,02118,2017-06-21,2017-06-21
PUB707846,Chiofaro Company Summer Tenant,Closed,2017-05-11 13:32:42+00,2017-05-22 18:43:35+00,Rose Fitzgerald Kennedy Greenway,557,Atlantic,AV,Boston,02110,2017-06-14,2017-06-14
PUB707595,Vegan Ice Cream Social,Closed,2017-05-10 18:08:26+00,2017-05-16 19:27:32+00,,38,Beacon,ST,Boston,02116,2017-05-17,2017-05-17
PUB707516,Intervale Street Bazaar,Closed,2017-05-10 16:09:13+00,2017-06-29 20:06:48+00,Intervale Street from Blue Hill Avenue to Normandy Street,37,Intervale,ST,Dorchester,02121,2017-08-19,2017-08-19
PUB707189,On Cue 7,Closed,2017-05-09 21:10:22+00,2017-05-11 18:54:54+00,Route is from Porto Restaurant to the Boston Public Library,780,Boylston,ST,Boston,02199,2017-06-13,2017-06-13
PUB707138,Kiddies Carnival,Closed,2017-05-09 19:16:47+00,2017-08-01 17:24:18+00,White stadium, , , , , ,2017-08-20,2017-08-20
PUB707125,Boston Carnival,Closed,2017-05-09 19:06:05+00,2017-08-01 17:25:04+00,"Warren Street, Roxbury to Franklin Park, Dorchester",6 to 4,Columbia,RD,Dorchester,02121,2017-08-26,2017-08-26
PUB706971,South Vietnam Military Anniver,Closed,2017-05-09 16:10:36+00,,,1545,Dorchester,AV,Dorchester,02124,2017-06-17,2017-06-18
PUB706700,The Saber Battle for Boston,Closed,2017-05-09 03:58:06+00,,Boston Commons on he Parade grounds cornering Charles and Beacon Street,139,Tremont,ST,Boston,02116,2017-09-15,2017-09-15
PUB706637,Old Dover Neighborhood Ass.,Closed,2017-05-08 20:22:00+00,2017-05-15 17:38:15+00,Privately owned parking lot between 450 Harrison Ave and 460 Harrison Ave,365,Albany,ST,Roxbury,02118,2017-06-08,2017-06-08
PUB706162,Boston Triathlon,Closed,2017-05-08 08:52:43+00,2017-06-06 13:58:24+00,The beer garden will be in the Teacher's Union Parking Lot. Most of the run course will be in Moakley Park,160,Mount Vernon,ST,Boston,02108,2017-07-30,2017-07-30
PUB705847,Chanukiah on the Hill,Closed,2017-05-05 16:26:10+00,,"We want to close Phillips Street, between Garden and Grove Street. The event will be probably 4-6pm, but we need time to set up. ",14 to 18,Phillips,ST,Boston,02114,2017-12-17,2017-12-17
PUB705560,Canaccord Genuity,Closed,2017-05-04 20:22:34+00,2017-05-15 17:37:16+00,"InterContinental Boston Hotel
510 Atlantic Ave",65,Atlantic,AV,Boston,02110,2017-08-09,2017-08-09
PUB705348,#LIVEWISELY Boston,Closed,2017-05-04 15:46:08+00,2017-06-01 18:48:26+00,Brighton Square,30,Chestnut Hill,AV,Brighton,02135,2017-06-24,2017-06-24
PUB705097,NIKE LACROSSE EXPERIENCE,Closed,2017-05-04 10:49:32+00,2017-05-04 15:59:19+00,City Hall Plaza,1,City Hall,PZ,Boston,02114,2017-05-25,2017-05-26
PUB705046,The Neighborhood Gala,Closed,2017-05-03 21:13:31+00,2017-05-10 16:18:28+00,,566,Columbus,AV,Roxbury,02118,2017-05-24,2017-05-24
PUB705020,Father's Day Road Race,Closed,2017-05-03 19:43:50+00,2017-05-03 19:50:24+00,"Scott Finn, 5-3556
4 Hill Top Street
Dorchester",7,Hallet,ST,Dorchester,02122,2017-06-18,2017-06-18
PUB705000,Pridelights at BCA,Closed,2017-05-03 19:09:48+00,2017-05-05 16:42:03+00,539 Tremont Street,66,Clarendon,ST,Boston,02116,2017-06-06,2017-06-06
PUB704997,VOID,Closed,2017-05-03 19:09:08+00,,"BCA
539 Tremont Street
Boston South End",66,Clarendon,ST,Boston,02116,2017-06-06,2017-06-06
PUB704983,JP Community Craft & Yard Sale,Closed,2017-05-03 18:47:52+00,,,555,AMORY,ST,Jamaica Plain,02130,2018-05-12,2018-05-12
PUB704944,Orquesta Bajofonderos Live,Closed,2017-05-03 17:46:56+00,2017-05-15 17:39:01+00,,267 to 269,Western,AV,Allston,02134,2017-06-05,2017-06-05
PUB704925,Corpus Christi Procession,Closed,2017-05-03 17:26:04+00,2017-05-11 20:53:50+00,We begin at 72 Maverick Street and almost immediately turn left onto Havre Street. We follow to Meridian Street at which we turn right. We continue down Meridian Street until we come to Maverick Street and then turn right.  We continue down Maverick Street until we reach Sumner Street. We turn right onto Sumner Street and follow until we reach London Street. We turn right onto London Street and continue until we reach Maverick Street. We then turn right onto Maverick Street and complete our procession in front of Most Holy Redeemer Church.   ,65,London,ST,East Boston,02128,2017-06-18,2017-06-18
PUB703937,March For Truth - Boston,Closed,2017-05-01 16:07:27+00,2017-05-08 20:34:26+00,"Rally on Boston Common, followed by march through the Common up to the State House. March will disburse promptly at 4:00pm. ",139,Tremont,ST,Boston,02116,2017-06-03,2017-06-03
PUB703671,C-PORT,Closed,2017-04-30 18:40:00+00,,,85,Northern,AV,Boston,02210,2017-05-31,2017-11-15
PUB703648,Race Amity Day,Closed,2017-04-29 15:34:40+00,2017-05-08 20:28:50+00,Greenway at Milk Street,185,Kneeland,ST,Boston,02111,2017-06-11,2017-06-11
PUB703447,Open Newbury Street,Closed,2017-04-28 17:00:35+00,2017-05-15 17:36:20+00,Newbury Street from Arlington to Massachusetts Ave,10 to 12,Newbury,ST,Boston,02116,2017-07-23,2017-07-23
PUB703403,Greenway Art Show,Closed,2017-04-28 16:15:23+00,2017-05-24 16:44:37+00,Parcels 16 & 17 of The Greenway,51 to 59,India,ST,Boston,02110,2017-06-20,2017-06-20
PUB703335,Autism Speaks Walk,Closed,2017-04-28 14:40:02+00,2017-05-08 20:30:31+00,Boston Common Parade Grounds,1P,Charles,ST,Boston,02116,2017-10-15,2017-10-15
PUB703188,ZUAVE,Closed,2017-04-27 19:57:25+00,,"Location: In Filed of Baseball Diamond

Route: Entrance of White Stadium to the Rear Entrance of the Franklin Park Zoo",1,Franklin Park,RD,Jamaica Plain,02121,2017-06-03,2017-06-03
PUB702769,Free Speech Rally,Closed,2017-04-26 22:16:35+00,2017-04-28 15:18:57+00,"Boston Common, No Parade.",139,Tremont,ST,Boston,02116,2017-05-13,2017-05-13
