company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_certified,city_registered,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,website,business_type,construction,date_business_established,number_employees,cob_category_codes1,cob_category_codes2,cob_category_codes3,naics_codes1,naics_codes2,naics_codes3,unspsc_code1,unspsc_code2,unspsc_code3
"CDW Consultants, Inc.",Environmental Engineering; Civil/Site Engineering; LSP Services & Brownfields; Environmental Compliance; Environmental Permitting; Hazardous Materials Investigations; Wetlands Studies,WBE,,,Yes,No,"4 California Avenue, Suite 301, Framingham, MA 01701",Framingham,MA,01701,Nancy Day,"Kathleen Campbell, President/CEO",(508) 875-2657,,nday@cdwconsultants.com,www.cdwconsultants.com,Corporation,No,,11 - 20,AE - Architects/Engineers,,,541330 - Engineering Services,541620 - Environmental Consulting Services,,81150000 - Earth science services,,
Modern Contracting Corporation,HVAC installation,MBE,,,No,No,"23 Fenton Street, Boston, MA 02122",Boston,MA,02122,Nhung Lam,"Hoang Huynh, CEO",(617) 279-3640,,mia.nhung@escazudev.com,,Corporation,Yes,2017,Less than 10,"ME - Mechanical Contractors (HVAC, Plumbing, Insulation, Service, see also GC, PB)",,,236116 - New Multifamily Housing Construction (except For-Sale Builders) ,236116 - New Multifamily Housing Construction (except For-Sale Builders) ,236220 - Commercial and Institutional Building Construction ,72150000 - Specialized trade construction and maintenance services,,
"KZ Builders, LLC",Affordable Housing Development ,MBE,,,No,No,"10 Tremont Street, 2nd Floor, Boston, MA 02108",Boston,MA,02108,Josh Zakim,"Senam Kumahia, Founder & CEO",(617) 209-9316,,kzbuilders2023@gmail.com,,Limited Liability Company (LLC),No,2023,Less than 10,"RE - Real Estate (Development, Management, Sales and Appraisals)",,,531390 - Other Activities Related to Real Estate ,236116 - New Multifamily Housing Construction (except For-Sale Builders) ,,80130000 - Real estate services,,
"TLE Consulting Group, Inc.",Technical assistance consulting to small businesses; Courses and workshops for small businesses; Entrepreneurial design and facilitation services.,MWBE,SBE,,No,Yes,"275 Grove Street, Suite 2-400, Newton, MA 02466",Newton,MA,02466,Tricia Young,"Tricia Young, CEO",(617) 213-0750,,tyoung@tleconsultinggroup.com,www.tleconsultinggroup.com,Corporation,No,2014,Less than 10,COM - Consultants: Management,EC - Economic Development,TA - Training (see also ED),541613 - Marketing Consulting Services ,541618 - Other Management Consulting Services ,611430 - Professional and Management Development Training ,86130000 - Specialized educational services,80160000 - Business administration services,86100000 - Vocational training
"Energy Management Associates, Inc.",BERDO 3RD PARTY VERIFIER; DECARBONIZATION STUDIES; ENERGY AUDITS; HVAC TROUBLE SHOOTING,,SBE,,No,No,"160 Beech St., Franklin, MA 02038",Franklin,MA,02038,STEPHEN DIGIACOMO,STEPHEN MARK DIGIACOMO,(617) 429-4708,,steve@ema-boston.com,https://ema-boston.com/,Corporation,No,1996,Less than 10,"COA - Consultants: Architecture, Engineering",,,541330 - Engineering Services,,,81100000 - Professional engineering services,,
Early Bird Power LLC,"BRDO Verification
Electricity and Natural Gas and Renewable Energy procurement and consultation
Renewable Energy Credits and Offsets procurement and consultation
On site renewable energy and solar net metering 
Energy Star and BRDO Data services
ESG and Path to Zero and BRDO Requirements consulting
",MBE,,,Yes,Yes,"1 Adams St, Milton, MA 02186",Milton,MA,02186,shaun pandit,Shaun Pandit,(617) 872-2384,,shaunpandit@earlybirdpower.com,,Limited Liability Company (LLC),No,2009,Less than 10,CON - Consultants: Environmental,,,541690 - Other Scientific and Technical Consulting Services,541618 - Other Management Consulting Services ,221114 - Solar Electric Power Generation ,83100000 - Utilities,,
VvS Architects & Consultants,"LEED / WELL / Fitwel / Living Building Challenge / Passive House / Sites / Envision / BREEAM certification management and consulting, sustainability and resiliency consulting, energy modeling, commissioning, carbon calculations, whole building LCA, BERDO reporting and Third-Party verification, Article 37, LEED-certifiable reporting, Net Zero energy, Zero carbon.",WBE,,,Yes,Yes,"57 Cutler Road, Hamilton, MA 01982",Hamilton,MA,01982,Agnes Vorbrodt,Dr. Agnes Vorbrodt,(617) 898-8995,,agnes@ava-greenconsultant.com,www.ava-greenconsultant.com,,,,Less than 10,AE - Architects/Engineers,"COA - Consultants: Architecture, Engineering",CON - Consultants: Environmental,541310 - Architectural Services,541330 - Engineering Services,541620 - Environmental Consulting Services,77100000 - Environmental management,81100000 - Professional engineering services,
Just In Time LLC,"Full-service accounting firm providing financial management services including, tax preparation and planning, payroll processing, bookkeeping, and document preparation; we also provide small business start-up support, budget management, and various business advisory services to other SBO's.",MWBE,SLBE,,No,Yes,"1452 Dorchester Ave, 4th Floor, DORCHESTER, MA 02122",DORCHESTER,MA,02122,Jwuanita Core,Jwuanita Core,(617) 825-4731,(617) 224-5038,jcore@jittax.com,www.jittax.com,Limited Liability Company (LLC),No,2011,Less than 10,AA - Accountants,BU - Business Management Consultants,COM - Consultants: Management,541219 - Other Accounting Services ,541213 - Tax Preparation Services ,561499 - All Other Business Support Services ,84110000 - Accounting and bookkeeping services,93160000 - Taxation,80100000 - Management advisory services
"Octo Construction, LLC",Roofing; Siding; Window Installation; Flooring Installation; Bathroom Remodel; Kitchen Remodel; Granite Countertop Installation; Kitchen Cabinet Supplier; Moderate Risk De-Leading; Additions; Framing; Foundation and Foundation Repair,MBE,SBE,,No,No,"22 Fruit Street, Unit 1, Taunton, MA 02780",Taunton,MA,02780,FRICO JEAN,"Frico Jean,  Owner",(781) 299-5950,,fricojean@yahoo.com,octoconstruction.com,Limited Liability Company (LLC),Yes,2020,Less than 10,CA - Carpentry,CE - Construction Estimating,GC - General Contractors,236116 - New Multifamily Housing Construction (except For-Sale Builders) ,236115 - New Single-Family Housing Construction (except For-Sale Builders) ,236220 - Commercial and Institutional Building Construction ,30140000 - Insulation,30160000 - Interior finishing materials,30170000 - Doors and windows and glass
The Therapy Company LLC ,"Outpatient Psychotherapy; Crisis Intervention; Crisis Management; Group Therapy 
",MBE,,,No,No,"3 Cabot Place, Stoughton, MA 02072",Stoughton,MA,02072,Derek Barros,"Derek Barros, CEO ",(781) 691-6805,,thetherapycompanyllc@gmail.com,thetherapycompanyllc.com,Limited Liability Company (LLC),No,2022,Less than 10,"COH - Consultants: Health, Psychological","ED - Education (see also OS, TA)",,621410 - Family Planning Centers ,,,86130000 - Specialized educational services,,
Writhm,"Writhm is a holistic wellness company for creatives. We offer personal and professional development services and resources for creative people including, but not limited to, personal/life coaching, artist accountability sessions, creative workshops to safely and creatively address trauma, nurturing spaces (curated events centered around uplifting and nourishing words and practices), referrals to appropriate service providers. The goal of Writhm is to help eliminate or minimize the barriers in life that prevent creative people from becoming their best creative selves and to help them to profit financially from their creativity. Writhm also offers creative performance services (music, poetry, theater) that are geared toward bringing awareness to factors that impact our wellness.",MWBE,SLBE,,No,No,"867 Boylston Street 5th Floor, Boston, MA 02116",Boston,MA,02116,Abria Smith,"Abria Smith, Founder",(781) 384-6771,,everythingwrithm@gmail.com,writhm.com,Sole Proprietorship,No,2023,Less than 10,MO - Multi Service Organizations,ET - Entertainment/Entertainer,"COH - Consultants: Health, Psychological",711190 - Other Performing Arts Companies ,"711510 - Independent Artists, Writers, and Performers ",561990 - All Other Support Services,82150000 - Professional artists and performers,90130000 - Performing arts,
Cultivated Accounting,Bookkeeping; Accounting; Business Advisory Services,MWBE,,,Yes,Yes,"199 Colorado Street, Boston, MA 02126",Boston,MA,02126,Yvette Philip,"Yvette Philip, Owner",(617) 286-6421,,yvette@cultivatedaccounting.com,www.cultivatedaccounting.com,Limited Liability Company (LLC),No,2023,Less than 10,AA - Accountants,,,541219 - Other Accounting Services ,,,84110000 - Accounting and bookkeeping services,,
F&L Landscaping Corporation,"Landscaping, Hardscaping, Hydroseeding, Snow Removal",WBE,,,Yes,Yes,"10 Rex Drive, Braintree, MA 02184",Braintree,MA,02184,Ann Sullivan,"Ann M. Sullivan, President",(781) 843-1330,,asullivan@fandllandscaping.com,fandllandscaping.com,Corporation,Yes,2016,Less than 10,LC - Small Commercial Lanscaping and Maintenance,SN - Snow Removal/Plowing (see also TK),RC - Recreational,561730 - Landscaping Services,,,21100000 - Agricultural and forestry and landscape machinery and equipment,70130000 - Land and soil preparation and management and protection,
Yvonne Saunders,"Real Estate consulting
Real Estate lease management
Lease management software database data conversion, migration & validation 
Commercial Real Estate lease negotiation, due diligence & pro forma analysis
Financial analysis, budget & forecasting
CAM & sales audit
Ad-hoc report creation
Bookkeeping
",MWBE,SLBE,,No,Yes,"67 Sunnyside street, Apt. 2, Hyde Park, MA 02136",Hyde Park,MA,02136,Yvonne Saunders,"Yvonne Saunders, Principal",(617) 365-8332,,ysaunders22@yahoo.com,,Sole Proprietorship,No,2017,Less than 10,COM - Consultants: Management,"RE - Real Estate (Development, Management, Sales and Appraisals)",,541618 - Other Management Consulting Services ,531390 - Other Activities Related to Real Estate ,541219 - Other Accounting Services ,80130000 - Real estate services,,
LJ Transportation Services LLC,Transportation Services,MBE,SBE,,No,Yes,"19 Fairview Avenue Unit 1, Saugus, MA 01906",Saugus,MA,01906,Jean Louis Jacques,Jean Louis Jacques (CEO),(617) 955-4481,,jean@ljtransportationservices.com,,Limited Liability Company (LLC),No,2022,Less than 10,SU - Suppliers,SU - Suppliers,SU - Suppliers,485410 - School and Employee Bus Transportation,485410 - School and Employee Bus Transportation,485410 - School and Employee Bus Transportation,78140000 - Transport services,78140000 - Transport services,78140000 - Transport services
Quadrillion Tech Solutions LLC,"Cybersecurity, Software Development, Marketing and Training Solutions",MBE,SBE,,No,Yes,"53 Vesey Road, Randolph, MA 02368",Randolph,MA,02368,Hans Patrick Domercant,CEO,(617) 410-3790,,hansdomercant@quadrilliontech.com,www.quadrilliontech.com,Limited Liability Company (LLC),No,12/28/2020,Less than 10,TA - Training (see also ED),"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",MK - Marketing,541511 - Custom Computer Programming Services ,541613 - Marketing Consulting Services ,611430 - Professional and Management Development Training ,81160000 - Information Technology Service Delivery,,
Grayscale Collaborative LLC,"Urban Design and Planning With Municipal Agencies, Colleges and Universities, Private Developers, Non-Profits, Multinational NGO's, and The Public",MBE,SBE,,No,Yes,"5 Worcester Street, Cambridge, MA 02139",Cambridge,MA,02139,Stephen Gray,"Stephen Gray, Principal",(513) 550-2550,,stephen@grayscaleco.com,https://www.grayscalecollaborative.com/,Limited Liability Company (LLC),No,2015,Less than 10,COB - Consultants: City Planning,"LD - Landscaping (Design, Architects)","COA - Consultants: Architecture, Engineering",541320 - Landscape Architectural Services,925120 - Administration of Urban Planning and Community and Rural Development ,541490 - Other Specialized Design Services,81100000 - Professional engineering services,,
Pinkergreen Design LLC,"Branding, Design, Websites, Visual Identity, Brand Strategy, Package Design, Event Design, Environmental Design, Art Direction",WBE,,,No,Yes,"46 Waltham St. Suite 210-211, Boston, MA 02118",Boston,MA,02118,Kelley Shaw-Wade,"Kelley Shaw-Wade, Founder and Creative Director",(339) 222-7128,,info@pinkergreen.com,pinkergreen.com,Limited Liability Company (LLC),No,2002,Less than 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,,541430 - Graphic Design Services,,,82140000 - Graphic design,,
"Turtle & Hughes, Inc.",Electrical and Industrial Supplier,WBE,,,Yes,No,"100 Walnut Ave., Floor 4, Clark, NJ 07066",Clark,NJ,07066,Amanda Quijano,"Jayne Millard, CO-CEO and Chairman",(908) 331-8063,,amanda.quijano@turtle.com,,Corporation,No,1923,Greater than 100,EL - Electrical Contractors,,,"423610 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",,,39120000 - Electrical equipment and components and supplies,,
"On the Point Fitness, LLC",CrossFit Classes; Nutrition Coaching ; Semi and Private Training ; Youth Wellness; Maternal Fitness,MBE,SLBE,,No,Yes,"256 Marginal Street, 16B, Boston, MA 02128",Boston,MA,02128,Edgardo Javier Caraballo,Edgardo Javier Caraballo - CEO,(617) 875-8885,,getstarted@geteastiefit.com,www.geteastiefit.com,Limited Liability Company (LLC),No,2013,Less than 10,RC - Recreational,RC - Recreational,RC - Recreational,713940 - Fitness and Recreational Sports Centers ,713940 - Fitness and Recreational Sports Centers ,713940 - Fitness and Recreational Sports Centers ,49170000 - Gymnastics and boxing equipment,49170000 - Gymnastics and boxing equipment,49170000 - Gymnastics and boxing equipment
"Floating Pear Productions, LLC","2D Animation, motion graphics, graphic design, explainer videos, mobile gaming, animation for film and television, advertising.",MWBE,SBE,,No,No,"11 S Angell Street, PMB 343, Providence, RI 02906",Providence,RI,02906,Dalila Boyd,"Dalila Boyd, Owner and Founder",(877) 244-6641,,info@floatingpear.com,www.floatingpear.com,Limited Liability Company (LLC),No,2002,Less than 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,COD - Consultants: Design,TV - Television/Production,512191 - Teleproduction and Other Postproduction Services ,512110 - Motion Picture and Video Production ,,82100000 - Advertising,82140000 - Graphic design,83110000 - Telecommunications media services
Allbritton Lee LLC dba RE:site,"Design and install public art and memorials
",WBE,SBE,,No,Yes,"5615 Briarbend Drive, Houston, TX 77096",Houston,TX,77096,Constance Portlas,Shane Allbritton   Principal,(832) 594-1797,,connie@resite-studio.com,www.resite-studio.com,Limited Liability Company (LLC),No,2012,Less than 10,COD - Consultants: Design,,,"711510 - Independent Artists, Writers, and Performers ",,,60120000 - Arts and crafts equipment and accessories and supplies,,
